id,title,original_language,overview,poster_path,genre_ids,popularity,release_date,vote_average,vote_count
8489,Ali,en,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",/egzfj0JpgrVfpMXF4tfHpzEYM70.jpg,[18],17.842,2001-12-10,6.76,1608
580,Jaws: The Revenge,en,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.",/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,"[12, 53, 27]",23.193,1987-07-17,4.058,952
8011,Highlander: The Final Dimension,en,"Starts off in the 15th century, with Connor McLeod training with another immortal swordsman, the Japanese sorcerer Nakano. When an evil immortal named Kane kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",/4lVKy9bsVw78EFhd4yHTDwgBr0U.jpg,"[14, 28, 12, 10749]",14.498,1994-11-29,4.729,458
97049,Tongues Untied,en,"Marlon Riggs, with assistance from other gay Black men, especially poet Essex Hemphill, celebrates Black men loving Black men as a revolutionary act. The film intercuts footage of Hemphill reciting his poetry, Riggs telling the story of his growing up, scenes of men in social intercourse and dance, and various comic riffs, including a visit to the ""Institute of Snap!thology,"" where men take lessons in how to snap their fingers: the sling snap, the point snap, the diva snap.",/wbrcRd695aB8D6pkWh0hSurKRbO.jpg,[99],3.234,1990-03-16,6.694,49
147322,Ethnic Notions,en,This documentary traces the deep-rooted stereotypes which have fueled anti-black prejudice.,/8vTxVeI8TmeiRZ78gGBqZVAZpuw.jpg,[99],2.487,1986-12-05,7.0,13
281178,Anthem,en,"A collage of erotic images and a call to arms, with a feverish hip-hop energy that celebrates the lives of African American men.",/vuWoDleXEBHXRuSJq1zlWZsuCHG.jpg,[10402],1.854,1993-07-21,4.2,11
38700,Bad Boys for Life,en,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,"[53, 28, 80]",42.451,2020-01-15,7.131,7675
9737,Bad Boys,en,"Marcus Burnett is a henpecked family man. Mike Lowry is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",/qKiLKvJaT6rRmd3IBsoVV58luXH.jpg,"[28, 35, 80, 53]",32.77,1995-04-07,6.792,5887
7484,Open Season,en,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",/w5Lctmkc1yah215Luxmci4djaiW.jpg,"[16, 10751, 12, 35]",27.792,2006-09-27,6.141,2602
59930,The Inkwell,en,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,/b5qUq9l6ci9KzzAqYhpdxzjY7qi.jpg,"[35, 18, 10749]",2.312,1994-04-22,5.4,12
94072,Straight Out of Brooklyn,en,"A Special Jury Award winner at the Sundance Film Festival, this drama stars a then-19-year-old Matty Rich (who also wrote and directed it). Rich plays Larry, a troubled teen living in the rough Red Hook section of Brooklyn who decides he wants out and turns to crime to fund his escape. But his plan involves scamming the neighborhood's biggest drug kingpin, a heist that's dangerous at best.",/pGk0Mowa0NLqRklF71RIFtXs7qE.jpg,[18],0.673,1991-05-22,5.9,7
9593,Last Action Hero,en,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",/yTfjHPqh7C7bkfMtEKx2mPdorQw.jpg,"[12, 14, 28, 35, 10751]",27.151,1993-06-18,6.433,2524
580,Jaws: The Revenge,en,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.",/kGiaOztahZV2x7bil7sbk7fb6ob.jpg,"[12, 53, 27]",23.193,1987-07-17,4.058,952
5822,Sweet Sweetback's Baadasssss Song,en,"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",/b8WohfEVW6nCnHBlQGXmXmSJJhW.jpg,"[28, 18, 80]",7.047,1971-04-23,5.219,98
30139,Phat Girlz,en,Two large women struggle to find love and acceptance in a culture where thin is in. Their lives take a dramatic turn when they meet the men of their dreams in completely unexpected ways.,/zzylksiJ8hmzvsHIDBTuqYZJYTe.jpg,"[35, 10749]",12.582,2006-04-07,4.8,55
713986,Everything But a Man,en,"Comedic, dramatic and sexual tensions collide when a man and a woman from two different worlds meet, fall in love, and then discover they have totally opposite beliefs and ideas about life, love and what it takes to be happy.",/7njexJwaVJITMyOfBUh3grJUpDu.jpg,"[18, 35, 10749]",3.436,2016-06-15,5.0,8
437891,Ben & Ara,en,Religious and cultural tensions escalate when an African Islamic woman has an affair with a white American agnostic man.,/gLyqzj1Xmw5bliHOjUgdFvk9XFQ.jpg,[18],1.96,2017-01-24,0.0,0
625450,Tall Girl,en,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",/m0clsFEXidLVJ0TueqWOvvImOMh.jpg,"[35, 18, 10749]",17.861,2019-09-13,6.345,1806
77621,Within Our Gates,en,"Abandoned by her fiancé, an educated black woman with a traumatizing past dedicates herself to helping a near bankrupt school for impoverished black children.",/uz1ONg4DXS9VulSlgF7SOzY7Hz1.jpg,"[18, 10749]",7.767,1920-01-12,5.829,76
86955,Body and Soul,en,"A minister is malevolent and sinister behind his righteous facade. He consorts with, and later extorts from, the owner of a gambling house, and betrays an honest girl, eventually driving them both to ruin.",/1KQEQCtBriD4YWYJUkMuoKKKAHl.jpg,[18],1.884,1925-11-09,6.2,22
247357,Birthright,en,"After graduating from Harvard University, Peter Siner returns to his small Tennessee hometown, where he hopes to start a school for black children.",/sCnehBWCm0YqiFTHRJSVwYfIJi5.jpg,[18],1.814,1938-01-01,5.2,12
184,Jackie Brown,en,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",/ewbLUXvm4riZL0aepy90o0vMesn.jpg,"[80, 18, 53]",23.655,1997-12-25,7.36,5972
10016,Ghosts of Mars,en,"In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find the post deserted and something far more dangerous than any criminal — the original inhabitants of Mars, hellbent on getting their planet back.",/i2zztssCIbahGES1fdfWFmDXian.jpg,"[28, 27, 878]",16.596,2001-08-24,5.1,1006
9395,Above the Law,en,"Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice—expert and thorough bone-crushing.",/46PKHg2CKRE4NLLMFMcuGZSl1gk.jpg,"[28, 53, 18]",16.919,1988-04-08,6.056,632
18550,Fled,en,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",/5oGdTgWXCOKerrfdBxJrOlFyifL.jpg,[28],16.992,1996-07-19,5.507,202
15250,This Christmas,en,"This year Christmas with the Whitfields promises to be one they will never forget. All the siblings have come home for the first time in years and they've brought plenty of baggage with them. As the Christmas tree is trimmed and the lights are hung, secrets are revealed and family bonds are tested. As their lives converge, they join together and help each other discover the true meaning of family.",/dBuLAw4mRlO83LPA2s4zOlVesUe.jpg,"[35, 18, 10749]",15.214,2007-11-27,6.507,122
1027497,Hello,en,"An emotionally unavailable flight attendant meets a potential love interest and later finds out that her ""perfect guy"" has ulterior motives. As the clock ticks down on New Year's Eve, she must fight to keep her murdered ex-boyfriend's secrets or find herself dead.",/ra2UvHNvZ1oaneSa96I48G4sQ9N.jpg,"[18, 53, 10770]",5.512,2022-09-22,6.211,135
32575,Putney Swope,en,Swope—the only black man on the executive board of an advertising firm—is accidentally put in charge after the death of the chairman.,/77hzrjyRGCuytrz6xYc8Cv2JPDy.jpg,[35],7.21,1969-07-10,6.377,61
32332,Hugo Pool,en,Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease.,/sVVdjinglTAShsEYlYkPNQ0SQGv.jpg,"[35, 10749]",7.65,1997-12-12,5.074,47
33670,Up the Academy,en,"Four boys are sent, for different reasons, to a Military Academy. The life of discipline asks a lot of the four geeks. Of course these boys know how to make a party out of the hard times. Will they be ""real men"" after one year.",/iJo5Agnreo4dV8zLH4JmxCLhOZD.jpg,[35],3.809,1980-06-06,4.64,25
11244,The Meteor Man,en,"One night Jefferson Reed gets hit in the chest by a souped-up chunk of meteor. So he can fly, but he's scared of heights. He can master the information in any book ... for about thirty seconds. Now his friends and family want him to protect their community from the dreaded Golden Lords.",/yU4iGGvG51mHj8MOQICdw6ABXzQ.jpg,"[14, 28, 35, 878]",8.026,1993-08-06,5.701,159
11474,The Warriors,en,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",/sjN9IZHmRHZmpxvQYYYFNQ22Pch.jpg,"[28, 53]",40.768,1979-02-01,7.669,1996
34101,Hollywood Shuffle,en,"Aspiring actor and hot-dog stand employee Bobby Taylor catches the ire of his grandmother for auditioning for a role in the regrettably titled exploitation film ""Jivetime Jimmy's Revenge."" When Tinseltown Studios casts Taylor in the title role, he has a series of conflicted dreams satirizing African-American stereotypes in Hollywood, and must reconcile his career goals with his desire to remain a positive role model for his little brother.",/zS7yvQoB2RSQ4OtmZNbQdwdL5bX.jpg,[35],7.617,1987-03-20,6.25,71
87818,Movie 43,en,Fifteen directors and an all-star cast created this twisted comedy that follows three teens on the hunt for the world's most banned film.,/uYa06GxHsCsELx9vOQ11vsT0Aa6.jpg,[35],30.646,2013-01-24,4.6,2195
937249,57 Seconds,en,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg,"[53, 878, 28]",77.966,2023-09-29,5.918,280
57119,Jumping the Broom,en,Two very different families converge on Martha's Vineyard one weekend for a wedding.,/60OXQUsWfAdSimqwAAJ5EvBxTre.jpg,[35],17.9,2011-05-06,5.953,191
88036,Sparkle,en,"Musical prodigy, Sparkle struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother, she tries to balance a new romance with music manager Stix while dealing with the unexpected challenges her new life will bring as she and her two sisters strive to become a dynamic singing group during the Motown-era.",/6LqVIhz0xxoFjiGjftDW69DbvNi.jpg,"[10402, 18, 10749]",14.648,2012-08-17,6.3,111
121983,Free Angela and All Political Prisoners,en,"FREE ANGELA is a feature-length documentary about Angela Davis and the high stakes crime, political movement, and trial that catapults the 26 year-old newly appointed philosophy professor at the University of California at Los Angeles into a seventies revolutionary political icon.  Nearly forty years later, and for the first time, Angela Davis speaks frankly about the actions that branded her as a terrorist and simultaneously spurred a worldwide political movement for her freedom.",/k7ZKZDIoYPnDEpxtkLqSzjW9Wgs.jpg,[99],1.584,2012-09-09,7.1,27
89585,Chisholm '72: Unbought & Unbossed,en,"In 1968, Shirley Chisholm becomes the first black woman elected to Congress. In 1972, she becomes the first black woman to run for president. Shunned by the political establishment, she's supported by a motley crew of blacks, feminists, and young voters. Their campaign-trail adventures are frenzied, fierce and fundamentally right on!",/p7IbwcRmR3zrnNfv6KarYXBdsBM.jpg,[99],1.635,2004-01-14,8.4,9
10633,In the Heat of the Night,en,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",/fvqHTabYej3LwzKRRZCm6jV3g0O.jpg,"[80, 18, 9648, 53]",18.916,1967-08-02,7.647,972
4824,The Jackal,en,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",/oXF26QmDEaRaH9Fbhs3NXtcnryx.jpg,"[28, 53, 12, 80]",21.126,1997-11-14,6.355,1742
2322,Sneakers,en,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers.",/l2pIGwCvpZEpBuMb55YBl6A04Jv.jpg,"[35, 80, 18]",80.199,1992-09-09,6.9,841
9384,Starsky & Hutch,en,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",/i011DoAZF2krWvxhb7XAxl2lEcK.jpg,"[35, 80]",20.017,2004-03-05,5.802,2162
2034,Training Day,en,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,"[28, 80, 18]",32.544,2001-10-05,7.494,5547
77950,Turbo,en,The tale of an ordinary garden snail who dreams of winning the Indy 500.,/inTKQni4YW8syrfgnXHwzmNeSo4.jpg,"[16, 10751]",33.799,2013-07-11,6.193,3140
22750,The Blood of Jesus,en,"Razz accidentally shoots his wife Martha when his hunting rifle drops on the floor and discharges. The church congregation gathers at Martha’s bedside to pray for her recovery, and during this period an angel arrives to take Martha’s spirit from her body, but she is tempted by the slick Judas Green, who is an agent for Satan.",/pfs9ctsTyqLJ1wCTzkot13CMkuB.jpg,"[10402, 18, 14]",1.965,1941-04-26,4.813,16
43473,Dirty Gertie from Harlem U.S.A.,en,"A Harlem nightclub entertainer arrives on the Caribbean island of ""Rinidad"" to perform as the headliner in a revue at the Paradise Hotel. She quickly attracts the attention of several men.",/qXsMfWgsjq6aB4laWCBcR92opUR.jpg,[18],0.84,1946-01-01,4.8,12
90708,Go Down Death,en,"The owner of a juke joint arranges to frame an innocent preacher with a scandalous photograph, but his scheme backfires when his own adoptive mother interferes.",/IHvCPm1YrHHBp5hoL1nMs1cmsS.jpg,[18],1.4,1944-01-01,3.4,7
487558,BlacKkKlansman,en,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg,"[35, 80, 18, 36]",25.899,2018-08-09,7.5,7189
388,Inside Man,en,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",/wqbvzu1D60ZmhNdC6EI888Yrg7g.jpg,"[80, 18, 53]",34.263,2006-03-17,7.404,5469
1429,25th Hour,en,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",/uW7tTRElr2tRhmAVESzvHy4ByXg.jpg,"[80, 18]",19.724,2002-12-19,7.3,2206
566232,Miles Davis: Birth of the Cool,en,"A visionary, innovator, and originator who defied categorization and embodied the word cool—a foray into the life and career of musical and cultural icon Miles Davis.",/haVC9AnnL1XE8uegdLTheM08K1N.jpg,"[99, 10402]",5.8,2019-08-23,7.165,82
36676,Jonestown: The Life and Death of Peoples Temple,en,"Featuring never-before-seen footage, this documentary delivers a startling new look at the Peoples Temple, headed by preacher Jim Jones who, in 1978, led more than 900 members to Guyana, where he orchestrated a mass suicide via tainted punch.",/5c9aoJ1LbcAYp6cWF3rZCVtrQ1W.jpg,"[99, 36, 10770]",7.03,2006-04-26,7.012,82
776142,"Crack: Cocaine, Corruption & Conspiracy",en,"A cheap, powerful drug emerges during a recession, igniting a moral panic fueled by racism.  Explore the complex history of crack in the 1980s.",/vVKWtkgwCd34wT10v0Bwg1NYYcc.jpg,[99],18.327,2021-01-11,6.72,75
27322,Love Jones,en,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friends, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",/7LdKsfON12uEyDEKY9mZASlx8Nf.jpg,"[35, 18, 10749]",5.25,1997-03-14,7.411,56
31015,Body Count,en,"A group of thieves attempt to rob an art gallery, but when plans backfire and one of the men winds up dead, the group head down south, running afoul of the law. Along the way, they meet up with a seductive con artist with ideas of her own.",/b6TuM0hWFD1la74txZrXYEASJSO.jpg,"[28, 53]",3.713,1998-04-28,5.413,40
9738,Fantastic Four,en,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,"[28, 14, 878]",28.868,2005-06-29,5.781,8921
1979,Fantastic Four: Rise of the Silver Surfer,en,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",/1rxTraSO45jbvTrCeSvJ6RmOu1b.jpg,"[878, 12, 28]",35.725,2007-06-13,5.6,7522
9273,Ace Ventura: When Nature Calls,en,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,"[80, 35, 12]",29.152,1995-11-10,6.311,3883
24804,Black Dynamite,en,"This is the story of 1970s African-American action legend Black Dynamite. The Man killed his brother, pumped heroin into local orphanages, and flooded the ghetto with adulterated malt liquor. Black Dynamite was the one hero willing to fight The Man all the way from the blood-soaked city streets to the hallowed halls of the Honky House.",/u3oWQDz0JggzzsVlsuHY7XVxp5Y.jpg,"[35, 28]",12.567,2009-10-16,7.117,567
210577,Gone Girl,en,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",/lv5xShBIDPe7m4ufdlV0IAc7Avk.jpg,"[9648, 53, 18]",77.462,2014-10-01,7.894,17773
646380,Don't Look Up,en,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.,/th4E1yqsE8DGpAseLiUrI60Hf8V.jpg,"[35, 878, 18]",34.383,2021-12-07,7.122,7560
94348,Alex Cross,en,"Alex Cross, a genius homicide detective/psychologist is trying to clean up the mean streets of Detroit while keeping his family out of the line of fire. As he mulls over accepting a job with the FBI, he is told that a friend has been murdered and he vows to track down the killer. Soon, he and his team are forced to match wits with a psychotic contract killer, who displays a disturbing commitment towards seeing his job through.",/bQYXid9o6nunJBgmmjo6JFIQe1p.jpg,"[28, 53, 80, 9648]",15.212,2012-10-18,5.186,684
454,Romeo + Juliet,en,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",/eLf4jclPijOqfEp6bDAmezRFxk5.jpg,"[18, 10749]",29.409,1996-11-01,6.793,4773
547565,The Night House,en,"Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.",/rqs2CXpc4d5FzeP1EZCYItAVo81.jpg,"[18, 27, 9648, 53]",23.582,2021-07-15,6.626,1007
1573,Die Hard 2,en,"Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.",/2rto4EhQrUsJoGGgWcwiRv6hB3H.jpg,"[28, 53]",33.766,1990-07-03,6.9,5441
9285,Road Trip,en,"After an Ithaca college student films his one-night stand with a beautiful sorority girl, he discovers one of his friends has accidentally mailed the homemade sex tape to his girlfriend. In a frenzy, he must borrow a car and hit the road in a desperate bid to intercept the tape.",/jee4eY5tZprI0V18S6PXUloBzSk.jpg,"[35, 12]",31.644,2000-05-19,6.2,1815
1389,Out of Sight,en,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",/v49q7AMR3pB4M762woWB1NYMCLF.jpg,"[10749, 35, 80]",16.932,1998-06-26,6.674,1164
102831,Chameleon Street,en,"William Douglas Street is bored with his life. Working for his father is getting to him, his wife wants more money, and he's had enough. His solution is to re-invent himself. He becomes a chameleon, taking on whatever role suits the situation. From reporter to doctor to lawyer, he impersonates anyone he feels a need to be and he can earn money being. The movie is based on the real figures William Douglas Street, Jr. and Erik Dupin.",/b6Ljg2yvb9Yht3L41SADgVLi1TZ.jpg,"[35, 18]",3.413,1991-04-24,7.2,12
51540,Horrible Bosses,en,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,"[35, 80]",28.331,2011-07-08,6.573,6065
44783,Symbiopsychotaxiplasm: Take One,en,"In Manhattan's Central Park, a film crew directed by William Greaves is shooting a screen test with various pairs of actors. It's a confrontation between a couple: he demands to know what's wrong, she challenges his sexual orientation. Cameras shoot the exchange, and another camera records Greaves and his crew. Sometimes we watch the crew discussing this scene, its language, and the process of making a movie. Is there such a thing as natural language? Are all things related to sex? The camera records distractions - a woman rides horseback past them; a garrulous homeless vet who sleeps in the park chats them up. What's the nature of making a movie?",/wMRtQ3A4pOmG2dXKOxx9tTerFi6.jpg,[99],4.05,1968-10-28,7.234,47
44784,Symbiopsychotaxiplasm: Take 2 ½,en,"A movie about making movies about making movies. In 1968, William Greaves shot several pairs of actors in a scene in which a woman confronts her husband and ends their relationship. In ""Take 2 1/2,"" Greaves starts with 1968 takes of one of these pairs of actors plus footage of the crew discussing the film's progress. Then, 35 years later, Greaves brings back to Central Park those actors and some of the original crew (plus others) to film a reunion of the characters Alice and Freddie. We watch scenes of these characters and discussions among the actors and crew. Greaves explores and dramatizes the dialectic in the creative process.",/39TSZRoeDbZoZ4Ft4n7ZcQsBCOy.jpg,[99],0.835,2005-01-20,6.0,12
420830,The First World Festival of Negro Arts,en,"Official film of the festival, a gathering that laid crucial groundwork for pan-Africanist thinking. Directed by William Greaves, the prolific African American actor and filmmaker who left the US in the 1950s to train at the more liberal, welcoming National Film Board of Canada.",/kb8C7ht5yVQbZbDWPD21UPRfj3a.jpg,[99],0.823,1966-01-01,7.0,1
149402,Liberators: Fighting on Two Fronts in World War II,en,An account of Black American soldiers in World War II who combated racism in the segregated military and on the home front.,,[99],0.84,1992-11-11,5.0,1
421203,Men of Bronze,en,"Documentary on the ""Harlem Hellfighters,"" black American soldiers of the 369th combat regiment in World War I.",,[99],0.876,1977-09-24,0.0,0
1157491,She's Crazy with the Heat,en,"Soundie of the International Sweethearts of Rhythm featuring Anna Mae Winburn performing ""She's Crazy with the Heat""",/aTzqSSFSVWWht9gh9BEd2D9M7wW.jpg,[10402],0.6,1946-11-03,0.0,0
365501,Compensation,en,The life of a deaf African American woman in the early 1900s parallels with another living in the 1990s.,/ytKjmTBuegSVH6Gc83V9mJBSi9A.jpg,"[18, 36, 10749]",1.4,1999-06-14,6.8,6
370273,Cycles,en,"As a woman anxiously awaits her overdue period, she performs African-based rituals of purification.  She cleans house and body, and calls on the spirits (Orishas in the Yoruba tradition), receiving much needed inspiration and assurance in a dream.  The film combines beautifully intimate still and moving images of the woman’s body and home space, along with playful stop-motion sequences.  —Jacqueline Stewart, UCLA Film and Television Archive",/fR8wORQryUM63uWAC6hEMBONd8U.jpg,[18],0.658,1989-01-01,6.5,2
474860,A Powerful Thang,en,"This innovative drama, set in Ohio, traces an African American couple's search for intimacy and friendship. The spirited, African-identified Yasmine Allen is a writer and single mother who has been dating saxophone teacher Craig Watkins for a month. Wishing to end her self-imposed celibacy following her son's birth, Yasmine has reached a turning point in the relationship-but Craig, the Big Lug, wants to take it slow. Sage advice from friends and family members remind them, ""sex is a powerful thang."" Like her highly acclaimed CYCLES, Davis's film incorporates animation as well as Afro-Haitian dance in a rich exploration of the lives of African Americans.",/1WcwbCJzymAjtkvUxp2lJDCn6C8.jpg,[18],0.6,1991-01-01,5.0,1
44214,Black Swan,en,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,/rH19vkjAzCZ0HIUvrgB3rowm68h.jpg,"[18, 53, 27]",35.274,2010-12-03,7.68,13844
641,Requiem for a Dream,en,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,"[80, 18]",12.58,2000-10-06,8.023,9418
381283,mother!,en,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",/2yOKarmL8B4oXaLXUdHu882SUbu.jpg,"[18, 53, 27]",26.838,2017-09-13,6.972,6397
258480,Carol,en,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",/cJeled7EyPdur6TnCA5GYg0UVna.jpg,"[10749, 18]",24.356,2015-11-20,7.5,3523
552178,Dark Waters,en,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",/yV6edeSb1ykiNpJ1ekRz8GPhENr.jpg,"[18, 53]",24.921,2019-11-22,7.523,1941
3902,I'm Not There,en,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",/bucgvB7gQqcl1m71efHkenfIMTj.jpg,"[18, 10402]",13.099,2007-10-01,6.562,646
